x,y
34.776295,32.105641
34.79948,32.066612
34.826779,32.120563
34.769761,32.086172
34.76721,32.077758
34.809036,32.050726
34.788911,32.069941
34.832598,32.122415
34.819234,32.122971
34.784202,32.06573
34.784619,32.079212
34.785511,32.079968
34.831657,32.117628
34.760804,32.052546
34.791425,32.123011
34.764168,32.057929
34.766311,32.063786
34.755874,32.045021
34.808482,32.04617
34.786824,32.072243
34.812539,32.116277
34.829891,32.116724
34.767292,32.073933
34.791184,32.052491
34.764143,32.056686
34.76369,32.064009
34.765513,32.07157
34.82265,32.109183
34.796924,32.095841
34.793482,32.08863
34.759914,32.061763
34.787839,32.069278
34.79114,32.102966
34.786287,32.065755
34.793007,32.046294
34.766994,32.078015
34.775243,32.061627
34.787012,32.055352
34.792939,32.100935
34.840031,32.116032
34.78256,32.121377
34.762391,32.04455
34.798013,32.059187
34.800099,32.061874
34.838082,32.1184
34.78266,32.060247
34.79159,32.077882
34.801467,32.113002
34.830798,32.114512
34.801898,32.048366
34.783605,32.054371
34.782977,32.077295
34.783588,32.060288
34.838323,32.120263
34.763495,32.060939
34.775459,32.073217
34.786357,32.082164
34.777376,32.099144
34.828021,32.118276
34.783345,32.055188
34.804625,32.123069
34.792098,32.099068
34.790284,32.115058
34.780446,32.068789
34.770384,32.060769
34.76744,32.071669
34.822651,32.112007
34.839869,32.113353
34.779937,32.040807
34.831303,32.109016
34.802615,32.046736
34.812292,32.12252
34.775315,32.057945
34.78766,32.068957
34.768926,32.070111
34.794998,32.060835
34.813022,32.051897
34.799751,32.090334
34.745536,32.047577
34.758997,32.053874
34.825118,32.12383
34.785263,32.109387
34.794025,32.095425
34.807924,32.048447
34.784038,32.056962
34.798053,32.108542
34.753736,32.05097
34.811376,32.057228
34.756664,32.053465
34.788527,32.058588
34.785478,32.059098
34.794511,32.083339
34.798804,32.081897
34.769652,32.055286
34.776522,32.083961
34.78753,32.072064
34.781067,32.047277
34.775467,32.073891
34.791741,32.09435
34.775098,32.047391
34.799837,32.114848
34.801094,32.119362
34.785547,32.090913
34.790671,32.052804
34.834244,32.108529
34.7933,32.099871
34.779827,32.047326
34.798558,32.128789
34.787332,32.057426
34.777744,32.052095
34.775481,32.06301
34.806412,32.119195
34.769819,32.079835
34.777984,32.095684
34.780467,32.059445
34.777669,32.081414
34.797684,32.051724
34.804621,32.059469
34.75028,32.047599
34.771336,32.063841
34.777427,32.045518
34.787437,32.049358
34.760081,32.060488
34.77899,32.079493
34.773647,32.073986
34.77053,32.079823
34.797717,32.107911
34.76089,32.054678
34.790893,32.104956
34.765398,32.052302
34.772503,32.06744
34.758132,32.057545
34.786858,32.072776
34.79265,32.047733
34.807977,32.04932
34.829955,32.118076
34.841665,32.118008
34.773357,32.0458
34.787062,32.076349
34.805683,32.060478
34.793552,32.045603
34.79544,32.062564
34.776312,32.105215
34.780779,32.093611
34.76664,32.085478
34.772944,32.048606
34.777748,32.056293
34.779328,32.089886
34.779321,32.085778
34.800627,32.072843
34.753322,32.040813
34.775644,32.059422
34.798145,32.125279
34.776868,32.081844
34.763121,32.066975
34.798335,32.070683
34.800569,32.049569
34.797351,32.120547
34.794934,32.083098
34.782032,32.081275
34.787602,32.072343
34.805625,32.045966
34.785372,32.085552
34.793333,32.078067
34.801985,32.067937
34.772862,32.088633
34.815325,32.11019
34.76885,32.05954
34.791393,32.116819
34.793894,32.083444
34.78757,32.085282
34.784509,32.086817
34.798269,32.047071
34.797796,32.123155
34.805884,32.048112
34.788107,32.072427
34.775155,32.065816
34.747912,32.041873
34.778593,32.078687
34.770328,32.060432
34.792502,32.064221
34.791479,32.055912
34.81234,32.120316
34.803921,32.097735
34.756643,32.055307
34.755991,32.05305
34.795008,32.095789
34.7661,32.047634
34.766285,32.058992
34.766005,32.043043
34.775111,32.064189
34.822289,32.112504
34.769877,32.056304
34.77875,32.070702
34.814717,32.11508
34.77281,32.073913
34.76135,32.066533
34.776842,32.099615
34.752816,32.043985
34.779673,32.058735
34.767138,32.078479
34.81571,32.111974
34.789216,32.051822
34.749513,32.043862
34.777719,32.059095
34.794354,32.048919
34.775602,32.054339
34.79619,32.069183
34.80281,32.108305
34.769692,32.081281
34.782293,32.087218
34.798085,32.108792
34.780227,32.070092
34.779934,32.080128
34.787346,32.058334
34.777732,32.099018
34.760022,32.060945
34.789058,32.070268
34.826486,32.124288
34.842406,32.116929
34.774352,32.091506
34.786001,32.067838
34.765245,32.063129
34.817423,32.110638
34.807212,32.049233
34.821774,32.105875
34.798553,32.05234
34.769821,32.043377
34.759181,32.055737
34.767052,32.064346
34.842146,32.110924
34.790522,32.102756
34.778093,32.094443
34.812722,32.048924
34.8125,32.049494
34.799673,32.096595
34.784929,32.090905
34.75685,32.053566
34.800479,32.073954
34.757879,32.041801
34.806829,32.055756
34.766717,32.047489
34.779003,32.068649
34.750748,32.053469
34.789515,32.092378
34.768632,32.078239
34.78301,32.074305
34.803776,32.127341
34.787606,32.052639
34.79126,32.045538
34.805556,32.120349
34.766952,32.078229
34.757929,32.049737
34.77958,32.082409
34.840077,32.12215
34.78134,32.047244
34.812352,32.110687
34.786789,32.07292
34.766542,32.079335
34.773813,32.057911
34.796876,32.116783
34.786341,32.082568
34.779719,32.049752
34.78151,32.076956
34.775583,32.078248
34.779798,32.069041
34.802373,32.057249
34.758898,32.047075
34.790808,32.052551
34.766757,32.077951
34.808112,32.047998
34.790193,32.057046
34.835464,32.123568
34.794164,32.07222
34.806158,32.045611
34.797483,32.053534
34.793313,32.105187
34.784774,32.06354
34.763534,32.062019
34.75702,32.054588
34.789733,32.05599
34.832941,32.116805
34.781001,32.11632
34.827275,32.109405
34.772876,32.048446
34.796408,32.060885
34.798464,32.124984
34.770267,32.046413
34.7891,32.046057
34.807619,32.055565
34.798435,32.055116
34.769967,32.071066
34.824988,32.112396
34.755637,32.053532
34.818294,32.111419
34.752778,32.053496
34.793112,32.064108
34.84314,32.120304
34.835046,32.119064
34.82706,32.117859
34.78179,32.080253
34.798275,32.065548
34.793849,32.060129
34.749763,32.045594
34.773291,32.061953
34.799258,32.116595
34.781462,32.083174
34.785054,32.116074
34.761175,32.040527
34.771571,32.045373
34.768874,32.05418
34.79574,32.045813
34.776505,32.07612
34.792142,32.095711
34.819972,32.107284
34.7978,32.056012
34.776706,32.047074
34.774589,32.082063
34.792444,32.069722
34.788714,32.085842
34.825736,32.110753
34.75846,32.04957
34.775774,32.051578
34.825885,32.118813
34.81414,32.120614
34.83783,32.119076
34.791828,32.116055
34.780633,32.087339
34.824451,32.106696
34.79458,32.060188
34.779345,32.093113
34.806331,32.117764
34.811867,32.116364
34.817971,32.108841
34.781486,32.065368
34.788215,32.055237
34.773886,32.069085
34.758734,32.050664
34.785586,32.091993
34.781213,32.04534
34.792189,32.081662
34.790935,32.057194
34.804833,32.120771
34.764203,32.047994
34.772848,32.056158
34.768761,32.05336
34.79597,32.0578
34.789072,32.051911
34.802266,32.047851
34.773346,32.069886
34.774603,32.08711
34.773156,32.046665
34.796709,32.084758
34.756404,32.043569
34.788162,32.076727
34.768603,32.040474
34.766968,32.078255
34.770297,32.061021
34.765544,32.065555
34.762605,32.054214
34.770735,32.091569
34.793496,32.12951
34.790998,32.047855
34.764892,32.071748
34.807471,32.119318
34.76555,32.059604
34.833913,32.118824
34.775434,32.049522
34.801599,32.068323
34.792506,32.11787
34.756289,32.045542
34.761031,32.05508
34.780048,32.095011
34.768722,32.069633
34.782029,32.118603
34.792323,32.07054
34.795191,32.108404
34.786819,32.076493
34.799834,32.107226
34.799427,32.085106
34.79943,32.047932
34.790868,32.053868
34.783357,32.048441
34.772985,32.061876
34.802163,32.045333
34.755644,32.053257
34.794686,32.126124
34.789525,32.045761
34.783898,32.082773
34.766075,32.062665
34.835415,32.115744
34.82877,32.120387
34.765745,32.056457
34.777965,32.07901
34.778679,32.072516
34.799738,32.114084
34.790645,32.048721
34.774734,32.055528
34.842229,32.12047
34.77016,32.09034
34.760164,32.052429
34.768657,32.068233
34.842403,32.118807
34.776569,32.106341
34.75557,32.052454
34.790038,32.059328
34.765161,32.054843
34.839928,32.121817
34.785668,32.063671
34.769631,32.071357
34.756505,32.055171
34.797989,32.052294
34.789773,32.058266
34.778485,32.058423
34.788419,32.091055
34.804143,32.102331
34.842569,32.115917
34.78017,32.084996
34.785908,32.050741
34.813375,32.109249
34.800362,32.072183
34.780863,32.081517
34.766964,32.061838
34.78203,32.053748
34.756417,32.042404
34.829076,32.122559
34.789669,32.064743
34.794891,32.073255
34.792895,32.053664
34.766003,32.068584
34.7949,32.125029
34.7921,32.129066
34.774066,32.074414
34.778484,32.096666
34.779869,32.040997
34.798999,32.064748
34.766696,32.069923
34.778883,32.080367
34.768437,32.059573
34.796271,32.065553
34.783355,32.055273
34.836653,32.109772
34.79141,32.057611
34.789986,32.073378
34.750889,32.052019
34.805808,32.047733
34.77414,32.084005
34.796107,32.07588
34.750742,32.045151
34.79427,32.049935
34.816064,32.117899
34.821424,32.110314
34.769718,32.04294
34.800259,32.126467
34.772536,32.090478
34.780008,32.08019
34.786861,32.072055
34.801946,32.120019
34.8399,32.123523
34.777171,32.097638
34.784091,32.078377
34.794551,32.08519
34.773354,32.07267
34.797616,32.095254
34.819615,32.11324
34.78342,32.062628
34.78319,32.065648
34.799077,32.104773
34.779521,32.062865
34.783124,32.095763
34.754343,32.055241
34.776547,32.051472
34.780873,32.077514
34.759841,32.048426
34.774638,32.072991
34.776703,32.092337
34.798091,32.053308
34.767144,32.078822
34.778024,32.05613
34.773286,32.055554
34.778188,32.056165
34.827311,32.12488
34.752739,32.040509
34.759708,32.057145
34.77978,32.066331
34.761996,32.042328
34.754764,32.050846
34.77977,32.099274
34.789244,32.068428
34.798819,32.053231
34.769799,32.085844
34.801922,32.044635
34.763473,32.061255
34.830673,32.1213
34.752688,32.053028
34.764083,32.061137
34.824565,32.110296
34.785816,32.072819
34.777803,32.108924
34.777558,32.071822
34.807643,32.05771
34.783665,32.054227
34.81945,32.121376
34.801066,32.110151
34.799688,32.067857
34.754525,32.045406
34.752978,32.045004
34.795338,32.104518
34.766822,32.053775
34.793826,32.114376
34.820628,32.11791
34.780217,32.084652
34.767146,32.077846
34.786031,32.053018
34.84179,32.120641
34.778117,32.042566
34.783518,32.067317
34.827771,32.107213
34.792169,32.069575
34.762137,32.04421
34.779222,32.059185
34.826046,32.109914
34.757976,32.045392
34.813427,32.05009
34.803774,32.101962
34.764671,32.064116
34.771577,32.066406
34.794535,32.082396
34.750682,32.044601
34.802337,32.121077
34.775887,32.080207
34.779531,32.043319
34.799001,32.107177
34.7925,32.079649
34.769663,32.046105
34.777222,32.068444
34.774047,32.079034
34.79206,32.069745
34.801045,32.06296
34.793632,32.0562
34.824632,32.109146
34.776799,32.103604
34.802463,32.118797
34.828585,32.122535
34.766682,32.055021
34.76637,32.042969
34.753056,32.050987
34.779897,32.053462
34.81526,32.107918
34.785299,32.047535
34.75275,32.047289
34.798858,32.098057
34.800461,32.06701
34.7557,32.054788
34.80005,32.101498
34.827467,32.108388
34.827771,32.107153
34.75451,32.045193
34.803538,32.048496
34.762751,32.048122
34.793473,32.084427
34.795511,32.114171
34.762571,32.06438
34.831769,32.120732
34.788885,32.069795
34.780704,32.098507
34.772718,32.043174
34.769774,32.085324
34.770071,32.085561
34.812368,32.112105
34.771631,32.058568
34.801681,32.058815
34.774386,32.056362
34.779185,32.073201
34.805625,32.119749
34.840638,32.118347
34.787398,32.077702
34.796344,32.048907
34.79726,32.109407
34.75402,32.05416
34.778538,32.054449
34.764691,32.058732
34.798113,32.093016
34.78155,32.057468
34.767425,32.074849
34.784656,32.072603
34.798048,32.109286
34.843373,32.119605
34.762151,32.060792
34.822107,32.114755
34.79577,32.048745
34.841335,32.122661
34.7911,32.098873
34.78551,32.099674
34.779368,32.071729
34.794866,32.120065
34.794147,32.090515
34.752678,32.041471
34.760064,32.048711
34.769807,32.064758
34.788057,32.08126
34.76358,32.066157
34.80053,32.069065
34.795408,32.119526
34.794424,32.108485
34.777484,32.071241
34.791539,32.096311
34.786438,32.082807
34.80095,32.078173
34.780119,32.113789
34.756516,32.052531
34.77653,32.052518
34.797521,32.076535
34.795268,32.054384
34.780227,32.0939
34.766677,32.075732
34.835687,32.113962
34.777554,32.054934
34.768466,32.056742
34.781099,32.087005
34.832091,32.119455
34.776314,32.105725
34.761331,32.060959
34.757479,32.047289
34.782266,32.069281
34.749528,32.044797
34.796426,32.051717
34.779478,32.068229
34.756685,32.052647
34.806232,32.122085
34.793097,32.105019
34.828841,32.119628
34.752026,32.053061
34.773911,32.079833
34.789889,32.068074
34.770197,32.070201
34.749623,32.051171
34.785397,32.085399
34.80283,32.122759
34.773059,32.061516
34.760994,32.042196
34.787558,32.079692
34.840701,32.114117
34.775435,32.061288
34.82353,32.107906
34.774861,32.045066
34.799616,32.070877
34.777797,32.086406
34.793165,32.12164
34.754142,32.054003
34.77249,32.094489
34.820613,32.105717
34.797012,32.066738
34.789415,32.057401
34.771941,32.058577
34.799495,32.094241
34.82878,32.108411
34.769465,32.085135
34.821499,32.112758
34.7989,32.068074
34.833717,32.110316
34.823482,32.110036
34.789617,32.068902
34.792537,32.079584
34.802011,32.062925
34.797688,32.069339
34.802964,32.125594
34.775123,32.061378
34.787525,32.060081
34.796889,32.061094
34.792588,32.082077
34.794268,32.048525
34.7941,32.052609
34.780388,32.083235
34.791799,32.056391
34.833128,32.125671
34.791247,32.069377
34.787067,32.05432
34.794953,32.067586
34.816602,32.107917
34.800483,32.123398
34.792572,32.124242
34.799828,32.118217
34.822512,32.108195
34.803642,32.102352
34.790991,32.053247
34.757201,32.052665
34.773373,32.059921
34.77901,32.098139
34.787492,32.113861
34.782241,32.083471
34.780047,32.078706
34.82207,32.121413
34.778794,32.051542
34.812644,32.113773
34.759777,32.058525
34.796294,32.054087
34.754278,32.050895
34.795858,32.069885
34.802774,32.120149
34.752059,32.047235
34.780237,32.065282
34.789593,32.051794
34.752122,32.047237
34.779288,32.054181
34.815746,32.119339
34.800713,32.122593
34.798244,32.123329
34.771195,32.073407
34.773907,32.082001
34.791684,32.122978
34.769547,32.057616
34.777669,32.051866
34.796031,32.105268
34.798565,32.068377
34.794149,32.046759
34.793306,32.090227
34.779331,32.073634
34.804103,32.058046
34.792728,32.0951
34.789923,32.102832
34.786453,32.073127
34.772293,32.057723
34.78025,32.090015
34.757358,32.052385
34.751477,32.041463
34.763425,32.056962
34.780585,32.081592
34.777451,32.068918
34.782517,32.06645
34.779323,32.089229
34.808938,32.126698
34.767009,32.078282
34.79067,32.053557
34.803546,32.047457
34.789977,32.048496
34.789027,32.055475
34.781369,32.069766
34.758726,32.05855
34.751515,32.052893
34.776586,32.106497
34.785861,32.081093
34.76101,32.064665
34.790214,32.074251
34.796713,32.064158
34.836555,32.112891
34.780854,32.084837
34.769689,32.085432
34.780464,32.06976
34.793209,32.090048
34.813201,32.048347
34.791189,32.123356
34.804286,32.049629
34.837118,32.112252
34.804256,32.121439
34.782222,32.069435
34.790939,32.05308
34.826253,32.117272
34.794316,32.107766
34.791664,32.081057
34.802373,32.067131
34.772348,32.080039
34.751327,32.049707
34.78845,32.04883
34.773974,32.041378
34.773623,32.059082
34.773684,32.065625
34.771003,32.088156
34.796172,32.097613
34.807098,32.109489
34.793605,32.104183
34.77127,32.091837
34.795248,32.075547
34.802579,32.121352
34.813102,32.047172
34.759794,32.049573
34.816624,32.109735
34.835352,32.118997
34.813208,32.043706
34.782689,32.060029
34.760937,32.05474
34.796861,32.104338
34.762062,32.048147
34.835158,32.115638
34.770201,32.053492
34.821524,32.111139
34.75217,32.042574
34.803211,32.04373
34.795329,32.073666
34.793456,32.059913
34.796768,32.052744
34.766793,32.076059
34.799069,32.10707
34.802581,32.121659
34.818782,32.11787
34.779996,32.081139
34.775135,32.081692
34.794574,32.077595
34.830002,32.111434
34.770102,32.080512
34.783187,32.07876
34.774318,32.08468
34.804282,32.049767
34.767161,32.071413
34.829844,32.117088
34.818299,32.107718
34.791451,32.048523
34.782304,32.043466
34.769788,32.070685
34.766862,32.077627
34.799284,32.064391
34.789246,32.068954
34.785813,32.082396
34.793578,32.098773
34.803394,32.060865
34.811127,32.124074
34.793424,32.08903
34.785161,32.090139
34.775094,32.044396
34.778661,32.078455
34.81983,32.107875
34.769139,32.077199
34.786455,32.072711
34.799772,32.126995
34.800177,32.044725
34.754647,32.054684
34.767362,32.078702
34.780163,32.058006
34.815189,32.122841
34.794878,32.04908
34.767759,32.068428
34.775208,32.048803
34.787583,32.057714
34.772282,32.061135
34.778668,32.097499
34.773044,32.071676
34.7764,32.092342
34.800327,32.109274
34.762879,32.048555
34.771073,32.045189
34.772955,32.058373
34.760367,32.057846
34.782788,32.056922
34.803434,32.106758
34.763347,32.068986
34.77222,32.053376
34.769479,32.065788
34.795032,32.071324
34.832803,32.109737
34.835384,32.116134
34.795763,32.053411
34.761749,32.059626
34.81028,32.043487
34.802215,32.056872
34.799718,32.114825
34.763982,32.05352
34.814265,32.119935
34.782214,32.061216
34.792079,32.090024
34.790163,32.051757
34.769879,32.088441
34.784089,32.088591
34.826983,32.108012
34.799778,32.10535
34.81805,32.117907
34.81818,32.111037
34.778832,32.082964
34.777482,32.063369
34.828707,32.125255
34.82721,32.128492
34.831148,32.117252
34.780149,32.079374
34.780069,32.059468
34.824629,32.106588
34.771845,32.082189
34.782934,32.073556
34.809193,32.120451
34.798122,32.058333
34.833739,32.125056
34.778271,32.082237
34.79202,32.079441
34.79103,32.069928
34.769816,32.086125
34.765884,32.061313
34.789599,32.117052
34.779602,32.048724
34.799159,32.070189
34.774465,32.057782
34.764709,32.059357
34.825548,32.113051
34.771026,32.046158
34.787933,32.078501
34.79748,32.075855
34.775027,32.0452
34.809324,32.054762
34.806067,32.104397
34.825548,32.114601
34.765915,32.075765
34.831431,32.112567
34.797633,32.105587
34.831577,32.112521
34.748009,32.046493
34.794088,32.072401
34.763332,32.051955
34.764111,32.062114
34.824581,32.112298
34.78306,32.050461
34.834531,32.115865
34.780129,32.075213
34.756982,32.05193
34.820825,32.109335
34.772724,32.047556
34.773777,32.079865
34.767669,32.081218
34.792467,32.077846
34.75732,32.053208
34.764306,32.066556
34.799756,32.049928
34.78727,32.07664
34.796362,32.062227
34.775063,32.04244
34.798059,32.08956
34.787235,32.082476
34.786702,32.07292
34.790076,32.048275
34.789138,32.112735
34.790523,32.042828
34.749825,32.046183
34.756486,32.042621
34.777143,32.08396
34.798587,32.066136
34.810315,32.045098
34.79899,32.096822
34.789232,32.063139
34.816882,32.108027
34.802313,32.117986
34.749582,32.04698
34.805359,32.046758
34.802762,32.045261
34.799592,32.044942
34.762656,32.050844
34.82095,32.1189
34.77082,32.087797
34.781325,32.087283
34.753458,32.040859
34.797601,32.115551
34.76833,32.041803
34.795695,32.132674
34.77931,32.048698
34.755826,32.047229
34.747082,32.044282
34.78518,32.112081
34.8147,32.122641
34.771987,32.070191
34.789611,32.117151
34.758378,32.051944
34.773065,32.079988
34.797686,32.069585
34.80292,32.120197
34.834497,32.127987
34.838989,32.115239
34.825573,32.117195
34.837863,32.112922
34.818735,32.108698
34.788933,32.047698
34.792002,32.126146
34.752704,32.054475
34.819608,32.122114
34.839709,32.11308
34.769221,32.051823
34.779408,32.073619
34.781966,32.101929
34.77917,32.069201
34.816959,32.107858
34.799922,32.096723
34.842775,32.116653
34.752795,32.047678
